Iteration [0], Loss: 0.054868049919605255
Iteration [115], Loss: 0.022329071536660194
Iteration [116], Loss: 0.022210557013750076
Iteration [117], Loss: 0.021078119054436684
Iteration [118], Loss: 0.019577812403440475
Iteration [119], Loss: 0.023358620703220367
Iteration [120], Loss: 0.021726783365011215
Iteration [121], Loss: 0.020929133519530296
Iteration [122], Loss: 0.020457051694393158
Iteration [123], Loss: 0.024571459740400314
Iteration [124], Loss: 0.020085731521248817
Iteration [125], Loss: 0.017915518954396248
Iteration [126], Loss: 0.019102605059742928
Iteration [127], Loss: 0.01959182135760784
Iteration [128], Loss: 0.017660416662693024
Iteration [129], Loss: 0.018509330227971077
Iteration [130], Loss: 0.021453946828842163
Iteration [131], Loss: 0.017615430057048798
Iteration [132], Loss: 0.01748819649219513
Iteration [133], Loss: 0.01635732874274254
Iteration [134], Loss: 0.018313061445951462
Iteration [135], Loss: 0.01752275414764881
Iteration [136], Loss: 0.016673937439918518
Iteration [137], Loss: 0.019799714908003807
Iteration [138], Loss: 0.020406246185302734
Iteration [139], Loss: 0.016618026420474052
Iteration [140], Loss: 0.01682368852198124
Iteration [141], Loss: 0.017953669652342796
Iteration [142], Loss: 0.015918565914034843
Iteration [143], Loss: 0.015935612842440605
Iteration [144], Loss: 0.01923970878124237
Iteration [145], Loss: 0.016656629741191864
Iteration [146], Loss: 0.016711264848709106
Iteration [147], Loss: 0.014470888301730156
Iteration [148], Loss: 0.016487104818224907
Iteration [149], Loss: 0.016015879809856415
Iteration [150], Loss: 0.01779979281127453
Iteration [151], Loss: 0.01768442429602146
Iteration [152], Loss: 0.017541775479912758
Iteration [153], Loss: 0.015682490542531013
Iteration [154], Loss: 0.01703420653939247
Iteration [155], Loss: 0.015912240371108055
Iteration [156], Loss: 0.01373950857669115
Iteration [157], Loss: 0.015551871620118618
Iteration [158], Loss: 0.017010150477290154
Iteration [159], Loss: 0.015937311574816704
Iteration [160], Loss: 0.015149212442338467
Iteration [161], Loss: 0.014154510572552681
Iteration [162], Loss: 0.015103990212082863
Iteration [163], Loss: 0.018024329096078873
Iteration [164], Loss: 0.015200157649815083
Iteration [165], Loss: 0.016594821587204933
Iteration [166], Loss: 0.015536678954958916
Iteration [167], Loss: 0.01636681891977787
Iteration [168], Loss: 0.014644230715930462
Iteration [169], Loss: 0.013949340209364891
Iteration [170], Loss: 0.017252743244171143
Iteration [171], Loss: 0.012704728171229362
Iteration [172], Loss: 0.011723905801773071
Iteration [173], Loss: 0.015929527580738068
Iteration [174], Loss: 0.013665217906236649
Iteration [175], Loss: 0.012631475925445557
Iteration [176], Loss: 0.014186989516019821
